,Comment,Type
111,"Theo RT, Mỹ hỗ trợ cho Estonia xây dựng trạm giám sát ngay gần Nga để phù hợp với sự gia tăng quân sự của NATO áp sát Nga, động thái này có tần suất ngày càng dày đặc kể từ khi Crimea sáp nhập vào Nga năm 2014.",0.0
112,"Xem thêm >> Nga phản ứng gay gắt về ""tối hậu thư"" S-400 Mỹ gửi cho Thổ Nhĩ Kỳ",0.0
113,"Trong nhiều thập kỷ, Tổ chức Hiệp ước Warsaw từng được coi như một lực lượng không thể phá hủy. Tuy nhiên, “gã khổng lồ quân sự” có “đôi chân đất sét” đã nhanh chóng sụp đổ mà không hề phải chịu bất kỳ cuộc tấn công nào từ bên ngoài, theo RBTH.",0.0
114,"Phương Tây có một quan niệm phổ biến đó là coi Liên Xô như một “quốc gia xâm lược”. Tuy nhiên, nhiều người quên rằng chính các cường quốc phương Tây mới khơi mào căng thẳng bằng cách thành lập liên minh quân sự và chính trị NATO vào năm 1949. Trong khi phản ứng của Liên Xô chỉ đến 6 năm sau đó.",0.0
115,"Liên Xô đã không phản ứng với sự trỗi dậy của NATO cho đến năm 1955, khi Cộng hòa Liên bang Đức (còn gọi là Tây Đức) gia nhập khối. Đó là một sự vi phạm trực tiếp Thỏa thuận Potsdam, với nội dung yêu cầu người Đức phải giải giáp.",0.0
116,"Vào ngày 9/5, Tây Đức chính thức trở thành thành viên NATO và chỉ năm ngày sau - ngày 14/5 - các nước xã hội chủ nghĩa đã ký Hiệp ước hữu nghị, Hợp tác và Hỗ trợ lẫn nhau, còn được gọi là Hiệp ước Warsaw. Từ đó, tổ chức được ví như “NATO Liên Xô” ra đời.",0.0
117,"Tổ chức mới bao gồm các thành viên Liên Xô, Cộng hòa Dân chủ Đức (còn gọi là Đông Đức), Tiệp Khắc, Bulgaria, Romania, Ba Lan, Hungary và Albania. Nhưng không phải quốc gia thành viên nào cũng đóng góp nhiều bằng quân sự.",0.0
118,"Tất cả năm chỉ huy tối cao lãnh đạo quân đội của tổ chức đều là các sĩ quan Liên Xô, nổi bật với Thống chế Ivan Konev lừng lẫy của Thế chiến II.",0.0
119,"Thách thức nghiêm trọng đầu tiên mà Tổ chức Hiệp ước Warsaw trải qua chỉ đến vào năm sau. Năm 1956 chứng kiến sự khởi đầu của một cuộc nổi dậy chống Liên Xô ở Hungary, được hậu thuẫn bởi an ninh phương Tây.",0.0
120,"Vào ngày 1/11, Chính phủ mới của Hungary tuyên bố rút quốc gia khỏi Hiệp ước Warsaw. Liên Xô quyết định hành động nhanh chóng để dập tắt ngọn lửa nguy hiểm này ở trung tâm châu Âu.",0.0
121,"Tổng bí thư Đảng Cộng sản Liên Xô Nikita Khrushchev khẩn trương gặp các đồng minh Đông Âu và tuyên bố quyết định can thiệp. Trong tuần tiếp theo, quân đội Liên Xô và Hungary, được hỗ trợ bởi lực lượng an ninh hai nước, đã trấn áp mọi sự kháng cự ở Budapest, kéo Hungary trở lại liên minh xã hội chủ nghĩa.",0.0
122,"Năm 1961, Tổ chức Hiệp ước Warsaw đã chịu tổn thất đầu tiên khi Albania nhỏ bé thách thức Liên Xô hùng mạnh. Không hài lòng với Liên Xô và sự ấm lên của mối quan hệ Xô Viết - Nam Tư, nhà lãnh đạo Albania Enver Hoxha chuyển hướng sang Trung Quốc, khiến mối quan hệ với Liên Xô trở nên mờ nhạt.",0.0
123,"Cuộc chia rẽ Liên Xô-Albania kết thúc với việc quân đội Albania thực tế không còn tham gia vào các hoạt động của tổ chức này vào năm 1961. Bảy năm sau, Albania chính thức rời khỏi khối.",0.0
124,"Thách thức nghiêm trọng nhất đối với Hiệp ước Warsaw có thể kể đến cái gọi là Mùa xuân Prague năm 1968, thời kỳ tự do hóa và cải cách hồng y ở Tiệp Khắc, gây ra nhiều lo ngại ở Liên Xô.",0.0
125,"Không giống như tình hình năm 1956 ở Hungary, lần này Liên Xô quyết định không hành động một mình mà có sự tham gia của tất cả các thành viên của tổ chức.",0.0
126,"Vào ngày 21/8/1968, các quốc gia Hiệp ước Warsaw đã khởi xướng Chiến dịch Danube. Quân đội tổ chức tiến vào Tiệp Khắc và trong vài tuần đã trấn áp sự kiện Mùa xuân Prague.",0.0
127,"Lực lượng quân đội được huy động nhiều nhất đến từ Liên Xô (170.000) và Ba Lan (40.000), trong khi CHDC Đức gửi 15.000, Hungary 12.500 và Bulgaria chỉ khoảng hơn 2.000 binh sĩ. Nhà lãnh đạo Romania Nicolae Ceausescu khi đó đã lên án mạnh mẽ sự can thiệp và quân đội nước này đã không tham gia vào chiến dịch.",0.0
128,"Hiệp ước Warsaw thường xuyên tổ chức các cuộc tập trận quân sự chung, trong đó lớn nhất và quan trọng nhất là West-81 (có sự thạm gia của hơn 100.000 người) và Shield-82, được tổ chức trong điều kiện mô phỏng chiến tranh hạt nhân.",0.0
129,Hơn 80% vũ khí được sử dụng bởi quân đội Hiệp ước Warsaw có nguồn gốc từ Liên Xô: từ xe tăng và máy bay chiến đấu đến phương tiện chiến tranh điện tử. Tiệp Khắc đã tích cực sản xuất và cung cấp cho các đồng minh của mình các phương tiện chiến đấu bộ binh và xe bọc thép.,0.0
130,"“Nhóm phía Bắc” của tổ chức (Đức, Ba Lan, Tiệp Khắc), nằm trong vùng giáp ranh với kẻ thù tiềm năng, được trang bị tốt hơn so với “Nhóm phía Nam” (Romania, Hungary, Bulgaria), vốn được coi là tương đối yếu. Nguyên tắc tương tự được áp dụng cho các nhóm quân đội Liên Xô được triển khai tại các quốc gia đồng minh này.",0.0
131,"Lực lượng xe tăng là một khả năng tấn công lớn của Hiệp ước Warsaw. Quy mô của lực lượng rất lớn: 53.000 xe tăng Liên Xô và 12.000-15.000 xe tăng của Đông Âu. Phần lớn trong số đó là các mẫu T-54A và T-55, dần dần được thay thế bằng T-64 và T-72. Ngay trước khi Hiệp ước Warsaw sụp đổ, các quốc gia thành viên đã bắt đầu nhận được T-80 mới nhất. ",0.0
132,"Năm 1977, các quốc gia Hiệp ước Warsaw đã tạo ra Hệ thống thu thập dữ liệu kẻ thù chung (SOUD), một hệ thống tình báo tín hiệu toàn cầu bí mật để đánh chặn thông tin. Mục tiêu ban đầu của nó là bảo vệ Liên Xô khỏi các mối đe dọa từ bên ngoài, bao gồm cả thời gian diễn ra Thế vận hội năm 1980 tại Moscow.",0.0
133,"Hiệp ước Warsaw đã không còn tồn tại sau khi Liên Xô sụp đổ. Tổ chức đã chính thức bị giải thể vào ngày 1/7/1991 và tất cả các thành viên cũ đã sớm lấp đầy hàng ngũ của chính kẻ thù năm xưa của họ, NATO.",0.0
134,"Express cho hay, tuyên bố mới trong cuốn sách ""The Take of MH370"", một chuyên gia hàng không đồng thời là nhà báo khoa học Wise khẳng định một trong số những tên không tặc chuyến bay MH370 có thể vẫn còn sống 5 năm sau khi máy bay mất tích.",0.0
135,Ông Wise khẳng định việc khởi động lại dữ liệu vệ tinh (SDU) vào lúc 18h25 cho thấy ai đó đã can thiệp vào dữ liệu vệ tinh để đánh lạc hướng các nhà điều tra về nơi MH370 đang “cư ngụ”.,0.0
136,Ông Wise tuyên bố ông đã xác định được ba người có khả năng thực hiện cuộc tấn công.,0.0
137,"""Đối với tôi, mấu chốt vụ án là bản khởi động lại lúc 18h25 của SDU. Nó rất khó để đưa ra một lời giải thích cho sự biến mất"", ông Wise nhận định. ""Việc các cơ quan có trách nhiệm tìm kiếm từ chối công khai thừa nhận vấn đề là vô cùng thất vọng. Điểm mấu chốt là MH370 được thực hiện bởi những người cực kỳ có năng lực muốn làm cho một chiếc máy bay biến mất và thành công - điều này đúng ngay cả khi lý thuyết của tôi sai. Việc tìm kiếm MH370 được thực hiện bởi những người được cho là kém năng lực”, ông Wise cho biết thêm.",0.0
138,"Trong cuộc trả lời phỏng vấn với Express, ông Wise cho rằng những người tìm kiếm MH370 đã không làm hết sức mình, vì họ hoàn toàn bỏ qua một vấn đề rất lớn ở cốt lõi của cuộc điều tra, đó là họ hoàn toàn không biết dữ liệu đến từ đâu mà họ dựa trên tìm kiếm của họ. Theo ông, những người tìm kiếm không thể giải thích việc khởi động lại SDU lúc 18h25 dẫn đến việc tạo ra tất cả dữ liệu Inmarsat.",0.0
139,"Các nhà điều tra là MH370 đều khẳng định máy bay mất liên lạc sau 38 phút khi các hệ thống liên lạc của máy bay ngừng hoạt động. Từ đây, các nhà điều tra kết luận thông qua việc sử dụng dữ liệu Inmarsat, rằng MH370 đã rơi xuống Ấn Độ Dương phía tây Australia sau khi hết nhiên liệu.",0.0
140,"Tuy nhiên, theo ông Wise SDU đã bị can thiệp để giả mạo rằng nó đang di chuyển về phía nam khi nó thực sự đi về phía bắc.",0.0
141,"Để can thiệp vào SDU, ông Wise tuyên bố ai đó có khả năng truy cập vào máy bay hatch E / E, khoang điện tử của Boeing 777-200. Sau đó, ông tin rằng oxy đã bị cắt giảm một cách nguy hiểm cho hành khách trước khi bộ 3 không tặc khống chế máy bay tới Kazakhstan.",0.0
142,Máy bay MH370 biến mất bí ẩn ngày 8/3/2014 khi đang trong hành trình từ Kuala Lumpur đến Bắc Kinh cùng với 239 hành khách và phi hành đoàn. Cho đến nay đã 5 năm trôi qua thông tin về máy bay mất tích vẫn còn là điều bí ẩn.,0.0
143,"Sau khi máy bay mất tích, nhiều giả thuyết đã được đưa ra. Trong đó, nhà điều tra độc lập Andre Milne cho rằng những tên không tặc đã sử dụng một chiếc máy bay giả bay qua Maldives rồi hạ cánh trên biển Andaman để thu hút sự chú ý và tạo hiện trường giả cho vụ mất tích của máy bay MH370, trong khi đó, chiếc MH370 thật bay về và hạ cánh tại phía bắc của Campuchia.",0.0
144,"Trong khi đó, nhân chứng Kuda Huvadhoo ở Maldives quả quyết rằng đã nhìn thấy và nghe thấy một chiếc máy bay khổng lồ bay rất thấp vào ngày 8/3/2014.",0.0
145,Một nhân chứng khác có tên Raja Dalelah Raja Latife lại nói rằng mình nhìn thấy một chiếc máy bay chìm trong nước ngoài quần đảo Andaman - một quần đảo ở vịnh Bengal.,0.0
146,"Ông Milne cho biết: ""Giả thuyết rằng MH370 được đưa tới Diego Garcia chính xác là những gì mà những kẻ không tặc muốn cả thế giới tin"".",0.0
147,"""Họ đã dùng một chiếc máy bay giả để bay qua không phận của đảo san hô Maldives ở tầm thấp cho càng nhiều người thấy càng tốt, đồng thời điều đó cũng tạo ra rất nhiều nhân chứng để có thể đánh lạc hướng được quá trình điều tra, sau đó cho máy bay từ từ hạ cánh xuống biển Andaman"", ông nói thêm.",0.0
148,"Xem thêm >> ""Người gọi bí ẩn"" cho phi công MH370 trước khi máy bay mất tích bất ngờ lộ diện",0.0
149,"Theo Golobepost, dường như chính quyền Tổng thống Venezuela Nicolas Maduro đã đứng trước gian nguy vào hôm 30/4 vừa qua sau khi nhà lãnh đạo đối lập Juan Guaido tuyên bố ông “bắt đầu giai đoạn cuối của Chiến dịch Tự do”. Tuy nhiên, sóng gió qua đi ông Maduro vẫn tại vị.",0.0
150,"Ngoại trưởng Mỹ Mike Pompeo tuyên bố rằng ông Maduro sẵn sàng để tới Cuba bằng máy bay được chuẩn bị sẵn. Nhưng “Người Nga khuyên nhà lãnh đạo nên ở lại”, ông Pompeo nói.",0.0
151,Lý do Nga ủng hộ ông Maduro?,0.0
152,"Nhắc đến lợi ích của Nga ở Venezuela, có hai thứ nổi trội đó là dầu mỏ và vũ khí. Moscow và Caracas có lịch sử hợp tác lâu dài dựa trên việc trao đổi các loại hàng hóa cần thiết này.",0.0
153,"Công ty dầu mỏ Nga Rosneft đã hợp tác với công ty dầu mỏ PDVSA của Venezuela trong 5 dự án. Ngoài ra, Rosneft đã cho PDVSA vay tiền và, theo Reuters, đã giúp công ty này vượt qua trước các lệnh trừng phạt của Mỹ.",0.0
154,"“Nga có sự hợp tác quân sự-kỹ thuật với Venezuela. Điều này có nghĩa Nga đang cung cấp vũ khí nhưng sẽ không chiến đấu cho Venezuela trong trường hợp một cuộc chiến tranh thực sự nổ ra”, Ruslan Pukhov, Giám đốc trung tâm phân tích công nghệ và chiến lược chia sẻ.",0.0
155,"Hợp đồng cung cấp vũ khí đầu tiên giữa Nga và Venezuela được ký hồi năm 2005. Sau đó, hai nước đã đàm phán được hàng chục thương vụ tương tự trị giá tới 11,5 tỷ USD.",0.0
156,"“Tại một số thời điểm, Venezuela là thị trường quan trọng đưa ngành công nghiệp quân sự Nga lọt vào vị trí top 5 và top 3 về lượng người mua”, ông Pukhov cho hay. “Hiện tại quan hệ đối tác Nga-Venezuela vẫn đang tăng cường, ý tôi muốn nói đến một chiến lược được đặt ra vì cuộc khủng hoảng kinh tế Venezuela”.",0.0
157,"Nếu ông Guaido giành chiến thắng ở Venezuela, mọi hợp đồng được ký với Nga sau năm 2015 sẽ đặt trước nguy cơ bị hủy bỏ vì khi lực lượng đối lập Venezuela giành thắng lợi trong cuộc bầu cử nghị viện năm 2015, chính quyền ông Maduro đã không có được sự tán thành của quốc hội nước này với nhiều hợp đồng đầu tư.",0.0
158,"Vào cuối tháng Ba, Nga đã đưa lực lượng nước này sang Caracas.",0.0
159,"“Các chuyên gia quân sự thì vẫn ở đó. Họ có nhiệm vụ huấn luyện thực tế theo điều khoản của các hợp đồng hợp tác quân sự-kỹ thuật”, người phát ngôn bộ Ngoại giao Nga giải thích.",0.0
160,Điện Kremlin nỗ lực hỗ trợ ông Maduro vì ông là Tổng thống hợp pháp duy nhất ở Venezuela.,0.0
161,"“Điện Kremlin không bao giờ tuyên bố nước này ủng hộ ông Maduro nhằm bảo vệ những đầu tư của Nga (ở Venezuela). Mặc sự đầu tư và tầm quan trọng của điều này khá rõ ràng nhưng Nga không thừa nhận đây là lý do khiến họ bảo vệ chính quyền Venezuela”, Viktor Jeifets, Giám đốc trung tâm nghiên cứu Ibero-Mỹ tại đại học quốc gia Saint-Petersburg cho hay.",0.0
162,"Ông Guaido được Mỹ, một số nước châu Âu va nhiều quốc gia Nam Mỹ ủng hộ nhưng Nga thì không.",0.0
163,"Nga thực sự không muốn nỗ lực thay đổi chính quyền ở Venezuela bằng cách sử dụng quyền lực, ông Jeifets cho biết đồng thời lưu ý rằng Moscow cũng không muốn xa cách các đồng minh, đặc biệt những nước Nga cần.",0.0
164,"Xem thêm >> Không đưa ra hành động mới, Mỹ tạm ngừng hỗ trợ phe đối lập Venezuela?",0.0
165,"Đức muốn Thổ Nhĩ Kỳ hủy thỏa thuận mua các hệ thống phòng thủ tên lửa đất đối không S-400 từ Nga, vì thỏa thuận này mâu thuẫn với lợi ích của các thành viên trong NATO. Thay vào đó, Ankara nên chọn mua Patriot do Mỹ sản xuất, người phát ngôn Chính phủ Đức Steffan Seibert nói hôm 22/5.",0.0
166,"""Việc Thổ Nhĩ Kỳ triển khai hệ thống này có thể kích hoạt các lệnh trừng phạt của Mỹ, sẽ đi ngược lại lợi ích của Thổ Nhĩ Kỳ và NATO. Về vấn đề này, Chính phủ Đức sẽ hoan nghênh quyết định sửa đổi của Thổ Nhĩ Kỳ, theo tiếng gọi của mối quan hệ xuyên Đại Tây Dương"", ông Seibert nói trong một cuộc họp báo thường ngày.",0.0
167,"Thổ Nhĩ Kỳ đã liên tục từ chối các lời kêu gọi hủy lô hàng S-400 vốn sẽ sớm được chuyển giao vào tháng 7 tới đây, nói rằng đây là một thỏa thuận đã được thực hiện xong.",0.0
168,"Trước đó cùng ngày, Bộ trưởng Quốc phòng Thổ Nhĩ Kỳ Hulusi Akar nói rằng một nhóm nhân viên quân sự Thổ Nhĩ Kỳ đã đến Nga để học cách vận hành các hệ thống phòng không bất chấp lời đe dọa của Mỹ.",0.0
169,"Theo các nguồn tin của CNBC, Mỹ đã gửi tối hậu thư yêu cầu Thổ Nhĩ Kỳ cho đến tháng 6 này phải từ bỏ thỏa thuận, nếu không sẽ phải đối mặt với các lệnh trừng phạt của Mỹ. Washington lập luận rằng S-400 không tương thích với các hệ thống NATO.",0.0
170,Phát ngôn viên Điện Kremlin Dmitry Peskov đã gọi tối hậu thư mà Mỹ gửi cho Ankara là “điều không thể chấp nhận được”.,0.0
171,"Về phần mình, Ankara tuyên bố họ có quyền mua vũ khí từ bất cứ quốc gia nào và loại trừ khả năng từ bỏ kế hoạch của mình.",0.0
172,"Theo RT, Bộ trưởng Quốc phòng Thổ Nhĩ Kỳ tuyên bố Ankara sẵn sàng đối phó với lệnh trừng phạt của Mỹ qua việc mua hệ thống phòng thủ S-400 của Nga. Tuyên bố này được đưa ra khi Washington ra tối hậu thư cho Ankara đến tháng 6 phải rút khỏi thương vụ mua S-400, nếu không sẽ đối mặt trừng phạt nghiêm khắc.",0.0
173,"Phát biểu với báo giới tối 22/5, Bộ trưởng Quốc phòng Thổ Nhĩ Kỳ Hulusi Akar cho biết, đã có tiến triển trong đàm phán với Washington về việc mua S-400 của Nga và tiêm kích F-35 của Mỹ.",0.0
174,"“Trong các cuộc đàm phán với Mỹ, chúng tôi vui mừng nhận thấy sự nới lỏng trong việc lập lại quan hệ về những vấn đề như phía đông Euphrates, F-35 và Patriot”, ông Akar nói.",0.0
175,"Bộ trưởng Quốc phòng Akar bổ sung rằng Ankara sẽ tiếp tục các cuộc thảo luận một cách nghiêm túc để nỗ lực đạt được thoả thuận. Tuy nhiên, Thổ Nhĩ Kỳ cũng đã chuẩn bị sẵn sàng đối mặt với khả năng Mỹ có thể trừng phạt theo luật CAATSA (trừng phạt mọi định chế hoặc quốc gia ký hợp đồng vũ khí với các công ty Nga).",0.0
176,"Ông Akar cũng lưu ý đến việc Washington đề nghị bán hệ thống phòng không Patriot - một hệ thống đối thủ của S-400 cho Ankara. “Liên quan đến Patriot, Mỹ đã sửa đổi một số điều kiện về giá cả, chuyển giao công nghệ, nâng cấp và sản xuất chung” - Bộ trưởng cho biết và nói thêm rằng lời đề nghị này đang được các quan chức Thổ Nhĩ Kỳ xem xét.",0.0
177,"Những bình luận của Bộ trưởng Quốc phòng Thổ Nhĩ Kỳ được đưa ra sau khi truyền thông Mỹ cho biết Washington ra tối hậu thư cho Ankara tới cuối tuần đầu tiên của tháng 6 phải chấm dứt thỏa thuận S-400 trước khi Nga chuyển vũ khí này cho Ankara. Chia sẻ với CNBC, quan chức thuộc Bộ Ngoại giao Mỹ cảnh báo Thổ Nhĩ Kỳ ""sẽ có những hậu quả rất thực tế và rất tiêu cực nếu hợp đồng được thực hiện"".",0.0
178,"Ankara cũng tuyên bố đã gửi nhân viên đến Nga để tập huấn sử dụng hệ thống phòng không S-400, sẽ được Moscow bàn giao vào tháng Bảy tới. Thổ Nhĩ Kỳ nhiều lần nói rằng hợp đồng S-400 đã được thực hiện và không có điều khoản nào trong thoả thuận F-35 nói rằng một nước sẽ bị loại khỏi thoả thuận vì mua S-400.",0.0
179,"Quan hệ giữa Thổ Nhĩ Kỳ và Mỹ đang gặp trở ngại trong một số vấn đề, trong đó có thương vụ Thổ Nhĩ Kỳ mua S-400 của Nga, bất chấp hệ thống vũ khí này không thể tích hợp được với các hệ thống của NATO.",0.0
180,"Washington cảnh báo hợp đồng này sẽ hủy hoại vai trò của Thổ Nhĩ Kỳ trong dự án phát triển dòng chiến đấu cơ F-35 của nhà thầu quân sự Lockheed Martin, đồng thời nêu rõ Ankara sẽ phải đối mặt với lệnh trừng phạt nếu không hủy bỏ hợp đồng với Moskva.",0.0
181,"Phản ứng trước quan điểm cứng rắn của Mỹ, Điện Kremlin ngày 22/5 đã lên án và gọi đây là điều “không thể chấp nhận được"".",0.0
182,"""Chúng tôi cảm thấy cực kỳ tiêu cực về điều đó. Chúng tôi tin rằng những tối hậu thư như vậy là không thể chấp nhận được"", phát ngôn viên Điện Kremlin Dmitry Peskov cho biết hôm 22/5 khi được hỏi về quan điểm của Điện Kremlin về những tuyên bố như vậy.",0.0
183,"Xem thêm >> Nga phản ứng gay gắt về ""tối hậu thư"" S-400 Mỹ gửi cho Thổ Nhĩ Kỳ",0.0
184,"Trong nhiệm vụ tiêu diệt trùm khủng bố Osama bin Laden vào năm 2011, đội đặc nhiệm SEAL đã phải yêu cầu một xạ thủ nằm bên cạnh xác chết để xác nhận xem đó có phải là trùm khủng bố thật hay không, vì tất cả những gì họ biết về bin Laden chỉ là tên này ""rất cao"", theo Fox Business.",0.0
185,"Phát biểu trong một cuộc phỏng vấn hôm 22/5, Đô đốc nghỉ hưu William McRaven, người lãnh đạo chiến dịch nổi tiếng đã tiết lộ một số chi tiết của cuộc đột kích năm 2011.",0.0
186,"Theo Đô đốc McRaven, ông đã phải yêu cầu xạ thủ của mình - người đàn ông cao nhất trong đội - nằm xuống bên cạnh cái xác của trùm khủng bố vừa bị tiêu diệt để xác nhận danh tính. Lính bắn tỉa ban đầu có vẻ mặt như kiểu “chuyện này thật hài hước” nhưng nhanh chóng hiểu tại sao chỉ huy lại ra lệnh đó và tuân thủ.",0.0
187,"Xác chết cao hơn một chút so với xạ thủ bắn tỉa, điều khiến McRaven đủ tự tin vào danh tính của mục tiêu để xác nhận cái chết của bin Laden trước cựu Tổng thống Barack Obama.",0.0
188,"Sau khi McRaven giải thích với ông Obama về cách họ đo chiều cao của bin Laden, cựu Tổng thống Mỹ đã nửa đùa nửa thật: ""Hãy để tôi nói thẳng, Bill. Ông có một máy bay trực thăng trị giá 60 triệu USD nhưng lại không có 10 USD để mua một cái thước dây?""",0.0
189,Câu chuyện nói trên cũng được xác nhận bởi Rob O'Neill – lính đặc nhiệm được cho là đã bóp cò kết liễu trùm khủng bố.,0.0
190,"""Anh chàng cao nhất mà chúng tôi có là một trong những tay súng bắn tỉa và tôi nghĩ anh ta cao khoảng 1,88m. Vì vậy Đô đốc McRaven yêu cầu anh ta nằm xuống bên cạnh thi thể của Bin Laden - anh ta đã làm và đó là những gì đã xảy ra"", O'Neill nói trong một cuộc phỏng vấn vào ngày hôm sau.",0.0
191,"Tuy nhiên, O'Nill nói thêm rằng SEAL cũng sử dụng các phương pháp khác ""để dự phòng"", bao gồm hỏi người thân, lấy mẫu DNA của bin Laden và ""càng nhiều thứ"" càng tốt” để chắc chắn rằng họ đã nhằm đúng người.",0.0
192,"Sau khi quân nhân Mỹ tiêu diệt bin Laden vào năm 2011, một quyết định đã được đưa ra tại Washington đó là không công bố bất kỳ bằng chứng nào về cái chết của trùm khủng bố.",0.0
193,"Chỉ có một bức ảnh của bin Laden ""đã chết"" được báo chí đăng tải và nhanh chóng bị cho là “giả mạo”. Điều này đã làm nổ ra nhiều thuyết âm mưu, từ việc bin Laden đã chết từ lâu cho đến cả việc trùm khủng bố vẫn còn sống cho đến ngày nay.",0.0
194,"Vào cuối năm 2011, Tổng thống Obama đã cảm ơn Đô đốc McRaven vì nhiệm vụ ở Pakistan và tặng cho ông một chiếc thước dây.",0.0
195,Tổng thống Venezuela Nicolas Maduro đã ra lệnh cho các lực lượng vũ trang chuẩn bị đẩy lùi một cuộc xâm lược tiềm năng của Mỹ trong một tuyên bố trên Twitter hôm 22/5.,0.0
196,"""Tôi đã ra lệnh cho tất cả các nhánh quân sự cảnh giác và sẵn sàng bảo vệ hòa bình, thực hiện bất kỳ nỗ lực nào để cho đế quốc Bắc Mỹ thấy rằng chống lại quê hương của chúng ta là không thể. Hòa bình sẽ là chiến thắng của chúng ta!"", ông Maduro viết.",0.0
197,"Phát biểu của nhà lãnh đạo Caracas được đưa ra khi các quan chức Mỹ tiếp tục nói rằng ""tất cả các lựa chọn"" liên quan đến Venezuela “đều nằm trên bàn” - một câu nói được Cố vấn An ninh Quốc gia John Bolton đặc biệt ưa dùng.",0.0
198,"Phát biểu trước các quân nhân trước đó một ngày, Tổng thống Maduro cũng ra lệnh cho quân đội bắt giữ những kẻ phản bội trong hàng ngũ.",0.0
199,"""Nếu một kẻ phản bội xuất hiện, bắt anh ta ngay lập tức, đó là một mệnh lệnh: bắt anh ta ngay lập tức!"", ông Maduro nói.",0.0
200,"Trước đó vào ngày 30/4, phe đối lập Venezuela do ""tổng thống lâm thời"" tự xưng là Juan Guaido, đã cố gắng thực hiện một cuộc đảo chính sau khi tập hợp lực lượng ủng hộ gần căn cứ quân sự La Carlota ở Caracas.",0.0
201,"Tuy nhiên, cuộc đảo chính đã thất bại vì quân đội vẫn trung thành với Tổng thống Maduro, người đã giành chiến thắng trong cuộc bầu cử một năm trước. Mặc dù vậy, Guaido vẫn tiếp tục kêu gọi các nhân viên quân sự đào thoát.",0.0
202,"Cũng trong tháng này, phái viên của Guaido ở Washington Carlos Vecchio đã gửi thư cho Bộ Tư lệnh Mỹ đặc trách miền Nam kêu gọi ""lập kế hoạch chiến lược và hoạt động để chúng tôi có thể thực hiện nghĩa vụ hiến pháp của mình đối với người dân Venezuela"".",0.0
203,"Một số nhà quan sát đã xem những tuyên bố của Vecchio như một lời kêu gọi không chính thức cho sự can thiệp của quân đội. Vào ngày 20/5, Vecchio đã gặp các quan chức Lầu Năm Góc và bộ Ngoại giao Mỹ, nhưng chi tiết về cuộc họp không được tiết lộ.",0.0
204,Một video lan truyền trên mạng xã hội cho thấy Iran dường như đã vận chuyển hệ thống phòng không S-300 và các thiết bị quân sự khác đến thành phố ven biển Asaluyeh ở tỉnh Bushehr - một khu vực dọc theo Vịnh Ba Tư.,0.0
205,"Động thái triển khai vũ khí quân sự của Iran diễn ra trong bối cảnh căng thẳng tăng cao với Mỹ, quốc gia gần đây đã phái nhóm tấn công tàu sân bay USS Abraham Lincoln và một lực lượng đặc nhiệm ném bom đến vùng Vịnh để gửi thông điệp tới Tehran.",0.0
206,Quân đội Iran hiện vẫn chưa xác nhận hoặc bác bỏ việc triển khai các hệ thống chống tên lửa nổi tiếng do Nga sản xuất.,0.0
207,"Các quan chức cấp cao của Iran đã nhiều lần nhấn mạnh rằng họ không tìm kiếm chiến tranh với Mỹ, nhưng sẽ tiếp tục chống lại áp lực đến từ Washington.",0.0
208,"Nói với CNN, Ngoại trưởng Iran Javad Zarif cáo buộc Mỹ đang chơi một ""trò chơi rất, rất nguy hiểm"" bằng cách tăng cường sự hiện diện quân sự trong khu vực.",0.0
209,Mối quan hệ giữa Iran và Mỹ đã trở nên trầm trọng hơn bởi sự rút lui đơn phương của Washington khỏi thỏa thuận hạt nhân năm 2015 và áp đặt lại tất cả các biện pháp trừng phạt chống Tehran.,0.0
210,Vào ngày 8/5 - chính xác một năm sau khi Mỹ rút khỏi thỏa thuận - Tổng thống Iran Hassan Rouhani tuyên bố nước này sẽ đình chỉ một phần nghĩa vụ của mình theo thỏa thuận để thực hiện các biện pháp nhằm đảm bảo lợi ích của Tehran khi đối mặt với các hình phạt của Mỹ.,0.0
211,"Theo AMN, các nhóm phiến quân đã liên tiếp phóng tên lửa vào căn cứ không quân Hmeimim của Nga ở Tây Syria sáng 22/5.",0.0
212,"Theo Bộ Quốc phòng Nga, các nhóm phiến quân đã bắn 17 tên lửa vào Hmeimim khiến hệ thống phòng thủ của căn cứ Nga kích hoạt nhanh chóng. Kết quả tất cả những quả tên lửa này đều đã bị đánh chặn hoặc bị rơi trên đường bay.",0.0
213,"9 quả tên lửa đã bị đánh chặn bởi hệ thống phòng không ở căn cứ Hmeimim, Bộ Quốc phòng Nga cho hay. Trong khi đó, 8 quả tên lửa khác đã rơi xuống mặt đất trước khi đến được căn cứ của Nga. Cuộc tấn công được phát động từ các bệ phóng tên lửa được triển khai tại một khu vực nằm trong quyền kiểm soát của lực lượng khủng bố ở tỉnh Idlib.",0.0
214,"Hàng trăm chiến binh với số lượng lớn xe tăng, xe bọc thép và xe tải được trang bị súng máy và hai phương tiện chở đầy chất nổ được điều khiển bởi những kẻ đánh bom tự sát đã tham gia vào cuộc tấn công diễn ra vào sáng ngày hôm qua. Chúng được yểm trợ bởi 200 tay súng khác cùng với nhiều loại vũ khí hạng nặng. Lực lượng này đã tấn công quân chính phủ từ một hướng khác.",0.0
